"tourney_id","rank_P_1","rank_P_2","match_num","tourney_date_P_1","id_P_1","id_P_2","name_P_1","name_P_2","tourney_name","Win_P_1"
"2018-7480",247,127,272,20180730,106415,105671,"Yoshihito Nishioka","Gastao Elias","Los Cabos",1
"2020-560",26,71,112,20200831,105936,144707,"Filip Krajinovic","Mikael Ymer","Us Open",1
"2018-6116",55,95,296,20180723,105051,104571,"Matthew Ebden","Marcos Baghdatis","Atlanta",1
"2021-0422",14,28,250,20210816,106043,105554,"Diego Schwartzman","Daniel Evans","Cincinnati Masters",1
"2019-9164",93,67,283,20190923,106000,106065,"Damir Dzumhur","Marco Cecchinato","Zhuhai",1
"2021-540",27,121,152,20210628,132283,105155,"Lorenzo Sonego","Pedro Sousa","Wimbledon",1
"2020-520",6,109,1132,20200928,126774,144719,"Stefanos Tsitsipas","Jaume Munar","Roland Garros",1
"2019-0717",73,83,271,20190408,106426,104655,"Cristian Garin","Pablo Cuevas","Houston",1
"2018-520",18,17,201,20180528,104926,106378,"Fabio Fognini","Kyle Edmund","Roland Garros",1
"2022-0421",12,70,277,20220808,206173,105173,"Jannik Sinner","Adrian Mannarino","Canada Masters",1
"2018-0407",4,39,281,20180212,100644,103970,"Alexander Zverev","David Ferrer","Rotterdam",1
"2022-6932",21,56,273,20220214,132283,111513,"Lorenzo Sonego","Laslo Djere","Rio de Janeiro",1
"2018-7163",114,78,300,20180430,106121,104291,"Taro Daniel","Malek Jaziri","Istanbul",1
"2018-0533",49,102,277,20180226,104919,105671,"Leonardo Mayer","Gastao Elias","Sao Paulo",1
"2019-0421",2,53,285,20190805,104745,105554,"Rafael Nadal","Daniel Evans","Canada Masters",1
"2020-7434",62,105,276,20201109,104468,105413,"Gilles Simon","Andrej Martin","Sofia",1
"2018-0496",29,81,290,20180219,106000,105341,"Damir Dzumhur","Thomas Fabbiano","Marseille",1
"2018-0328",3,20,299,20181022,103819,106421,"Roger Federer","Daniil Medvedev","Basel",1
"2020-M009",43,74,244,20200914,105357,105311,"John Millman","Joao Sousa","Rome Masters",1
"2021-0741",35,98,273,20210621,200221,144707,"Alejandro Davidovich Fokina","Mikael Ymer","Eastbourne",1
"2019-0421",24,18,266,20190805,105550,105676,"Guido Pella","David Goffin","Canada Masters",1
"2020-520",14,3,1503,20200928,106043,106233,"Diego Schwartzman","Dominic Thiem","Roland Garros",1
"2019-0506",77,64,271,20190211,144719,105643,"Jaume Munar","Federico Delbonis","Buenos Aires",1
"2018-540",43,94,141,20180702,104898,105657,"Robin Haase","Marius Copil","Wimbledon",1
"2021-0495",53,47,256,20210315,104871,105077,"Jeremy Chardy","Albert Ramos","Dubai",1
"2019-M020",239,146,284,20181231,104542,106423,"Jo-Wilfried Tsonga","Thanasi Kokkinakis","Brisbane",1
"2020-0495",1,6,300,20200224,104925,126774,"Novak Djokovic","Stefanos Tsitsipas","Dubai",1
"2020-8888",14,7,224,20200106,133430,100644,"Denis Shapovalov","Alexander Zverev","Atp Cup",1
"2019-M007",99,11,242,20190318,126094,105227,"Andrey Rublev","Marin Cilic","Miami Masters",1
"2020-580",120,221,102,20200120,105376,111153,"Peter Gojowczyk","Christopher Eubanks","Australian Open",1
"2021-0438",107,149,282,20211018,105575,105539,"Ricardas Berankis","Evgeny Donskoy","Moscow",1
"2021-9481",41,107,278,20210405,105526,105311,"Jan Lennard Struff","Joao Sousa","Cagliari",1
"2018-M020",208,175,295,20180101,200282,111581,"Alex De Minaur","Michael Mmoh","Brisbane",1
"2019-560",42,11,108,20190826,124187,104926,"Reilly Opelka","Fabio Fognini","US Open",1
"2020-0375",101,93,283,20200203,200325,110602,"Emil Ruusuvuori","Dennis Novak","Montpellier",1
"2021-9510",63,60,297,20210524,200624,106415,"Sebastian Korda","Yoshihito Nishioka","Parma",1
"2018-M006",1,26,297,20180305,103819,111202,"Roger Federer","Hyeon Chung","Indian Wells Masters",1
"2022-9158",61,92,273,20220131,124079,106329,"Pedro Martinez","Thiago Monteiro","Cordoba",1
"2018-580",123,119,119,20180115,104571,106026,"Marcos Baghdatis","Yuki Bhambri","Australian Open",1
"2019-0315",15,83,300,20190715,104545,122330,"John Isner","Alexander Bublik","Newport",1
"2019-M-DC-2019-QLS-M-CAN-SVK-01",25,219,1,20190201,133430,106110,"Denis Shapovalov","Filip Horansky","Davis Cup QLS R1: CAN vs SVK",1
"2021-580",78,139,157,20210208,106099,105967,"Salvatore Caruso","Henri Laaksonen","Australian Open",1
"2019-M024",11,40,250,20190812,105138,128034,"Roberto Bautista Agut","Hubert Hurkacz","Cincinnati Masters",1
"2022-0416",29,50,263,20220509,200221,125802,"Alejandro Davidovich Fokina","Ilya Ivashka","Rome Masters",1
"2019-540",3,7,223,20190701,103819,105453,"Roger Federer","Kei Nishikori","Wimbledon",1
"2018-540",109,45,109,20180702,104660,105311,"Sergiy Stakhovsky","Joao Sousa","Wimbledon",1
"2021-580",4,8,222,20210208,106421,126094,"Daniil Medvedev","Andrey Rublev","Australian Open",1
"2022-0328",15,129,292,20221024,105807,208502,"Pablo Carreno Busta","Dominic Stricker","Basel",1
"2019-M007",94,67,200,20190318,103852,105332,"Feliciano Lopez","Benoit Paire","Miami Masters",1
"2018-580",27,64,218,20180115,105173,106210,"Adrian Mannarino","Jiri Vesely","Australian Open",1
"2018-0308",59,19,277,20180430,106065,104926,"Marco Cecchinato","Fabio Fognini","Munich",1
"2018-0352",2,7,294,20181029,104925,105227,"Novak Djokovic","Marin Cilic","Paris Masters",1
"2022-0322",50,15,291,20220516,125802,133430,"Ilya Ivashka","Denis Shapovalov","Geneva",1
"2020-0301",57,13,294,20200113,200005,133430,"Ugo Humbert","Denis Shapovalov","Auckland",1
"2021-0418",67,39,283,20210802,105453,122330,"Kei Nishikori","Alexander Bublik","Washington",1
"2020-580",208,186,121,20200120,126214,123755,"Alejandro Tabilo","Daniel Elahi Galan","Australian Open",1
"2018-7161",135,1753,279,20180205,105882,104665,"Stefano Travaglia","Pablo Andujar","Quito",1
"2018-5014",21,31,241,20181008,106065,104468,"Marco Cecchinato","Gilles Simon","Shanghai Masters",1
"2018-0314",17,88,294,20180723,105138,106121,"Roberto Bautista Agut","Taro Daniel","Gstaad",1
"2019-0321",37,120,283,20190610,104468,105376,"Gilles Simon","Peter Gojowczyk","Stuttgart",1
"2020-0319",57,69,283,20200907,103852,105732,"Feliciano Lopez","Pierre Hugues Herbert","Kitzbuhel",1
"2020-0407",21,34,272,20200210,200000,105526,"Felix Auger Aliassime","Jan Lennard Struff","Rotterdam",1
"2022-0605",3,5,291,20221114,126774,106421,"Stefanos Tsitsipas","Daniil Medvedev","Tour Finals",1
"2019-0407",140,86,271,20190211,104542,105341,"Jo-Wilfried Tsonga","Thomas Fabbiano","Rotterdam",1
"2022-0499",41,151,296,20220214,126205,111578,"Tommy Paul","Stefan Kozlov","Delray Beach",1
"2022-8998",90,137,284,20220103,207678,106109,"Juan Manuel Cerundolo","Alex Bolt","Adelaide 1",1
"2018-0360",91,55,287,20180409,104291,104999,"Malek Jaziri","Mischa Zverev","Marrakech",1
"2021-0311",43,32,280,20210614,105357,124187,"John Millman","Reilly Opelka","Queen's Club",1
"2021-520",29,122,144,20210531,104926,106296,"Fabio Fognini","Gregoire Barrere","Roland Garros",1
"2021-580",8,65,204,20210208,126094,103852,"Andrey Rublev","Feliciano Lopez","Australian Open",1
"2021-0308",44,36,296,20210426,105526,105936,"Jan Lennard Struff","Filip Krajinovic","Munich",1
"2019-M010",42,47,292,20190610,104755,105062,"Richard Gasquet","Mikhail Kukushkin","s Hertogenbosch",1
"2018-0425",7,174,274,20180423,106233,144719,"Dominic Thiem","Jaume Munar","Barcelona",1
"2022-5053",93,92,271,20220418,208103,105967,"Jiri Lehecka","Henri Laaksonen","Belgrade ",1
"2018-540",53,74,153,20180702,104468,105932,"Gilles Simon","Nikoloz Basilashvili","Wimbledon",1
"2018-7648",92,55,298,20180423,106065,104312,"Marco Cecchinato","Andreas Seppi","Budapest",1
"2021-0495",49,89,259,20210315,104755,106065,"Richard Gasquet","Marco Cecchinato","Dubai",1
"2018-0329",31,56,297,20181001,133430,105526,"Denis Shapovalov","Jan Lennard Struff","Tokyo",1
"2021-0404",34,56,268,20211004,105936,106218,"Filip Krajinovic","Marcos Giron","Indian Wells Masters",1
"2018-M010",69,125,280,20180611,105051,105065,"Matthew Ebden","Tim Smyczek","s Hertogenbosch",1
"2019-M035",40,72,275,20190729,126207,122330,"Frances Tiafoe","Alexander Bublik","Washington",1
"2020-M009",12,135,242,20200914,126094,105487,"Andrey Rublev","Facundo Bagnis","Rome Masters",1
"2018-0425",30,91,283,20180423,103852,105583,"Feliciano Lopez","Dusan Lajovic","Barcelona",1
"2018-M035",654,105,278,20180730,105902,106186,"James Duckworth","Jason Kubler","Washington",1
"2018-5014",51,40,255,20181008,105051,126207,"Matthew Ebden","Frances Tiafoe","Shanghai Masters",1
"2018-0414",81,69,299,20180723,105932,111797,"Nikoloz Basilashvili","Nicolas Jarry","Hamburg",1
"2019-5014",63,60,259,20191007,105311,105936,"Joao Sousa","Filip Krajinovic","Shanghai Masters",1
"2021-8888",4,9,276,20210202,106421,106043,"Daniil Medvedev","Diego Schwartzman","Atp Cup",1
"2019-0421",66,29,255,20190805,104755,105332,"Richard Gasquet","Benoit Paire","Canada Masters",1
"2018-560",19,34,217,20180827,105453,104259,"Kei Nishikori","Philipp Kohlschreiber","US Open",1
"2018-520",8,72,225,20180528,106233,106065,"Dominic Thiem","Marco Cecchinato","Roland Garros",1
"2020-9406",7,46,299,20201019,100644,206173,"Alexander Zverev","Jannik Sinner","Cologne 2",1
"2022-0496",4,68,293,20220214,126774,200384,"Stefanos Tsitsipas","Hugo Gaston","Marseille",1
"2019-0451",74,59,271,20181231,109739,105376,"Maximilian Marterer","Peter Gojowczyk","Doha",1
"2022-0329",19,314,281,20221003,126207,106034,"Frances Tiafoe","Yasutaka Uchiyama","Tokyo",1
"2018-0319",88,81,296,20180730,144719,106121,"Jaume Munar","Taro Daniel","Kitzbuhel",1
"2018-7485",17,32,294,20181015,106043,104468,"Diego Schwartzman","Gilles Simon","Antwerp",1
"2021-9512",98,117,271,20210524,106148,126239,"Roberto Carballes Baena","Arthur Rinderknech","Belgrade 2",1
"2018-0337",30,50,276,20181022,104269,105732,"Fernando Verdasco","Pierre Hugues Herbert","Vienna",1
"2021-0568",69,82,283,20211025,122298,106415,"Botic Van De Zandschulp","Yoshihito Nishioka","St. Petersburg",1
"2021-0352",2,103,294,20211101,106421,200384,"Daniil Medvedev","Hugo Gaston","Paris Masters",1
"2019-6932",73,445,284,20190218,106121,205734,"Taro Daniel","Thiago Seyboth Wild","Rio de Janeiro",1
"2021-520",150,11,183,20210531,105967,105138,"Henri Laaksonen","Roberto Bautista Agut","Roland Garros",1
"2022-0328",194,44,286,20221024,104527,206909,"Stan Wawrinka","Brandon Nakashima","Basel",1
"2021-520",55,73,134,20210531,111513,144895,"Laslo Djere","Corentin Moutet","Roland Garros",1
"2022-0425",28,135,272,20220418,132283,111200,"Lorenzo Sonego","Elias Ymer","Barcelona",1
"2018-0717",58,142,283,20180409,126207,111456,"Frances Tiafoe","Mackenzie Mcdonald","Houston",1
"2018-0328",5,47,270,20181022,100644,104898,"Alexander Zverev","Robin Haase","Basel",1
"2022-9667",41,65,289,20220110,126205,126127,"Tommy Paul","Benjamin Bonzi","Adelaide 2",1
"2022-0329",25,86,278,20221003,105554,105430,"Daniel Evans","Radu Albot","Tokyo",1
"2022-0506",65,96,283,20220207,105948,104655,"Federico Coria","Pablo Cuevas","Buenos Aires",1
"2018-M006",100,58,231,20180305,104871,103898,"Jeremy Chardy","Julien Benneteau","Indian Wells Masters",1
"2022-0422",9,20,273,20220815,200000,200282,"Felix Auger Aliassime","Alex De Minaur","Cincinnati Masters",1
"2022-540",109,117,142,20220627,123755,136440,"Daniel Elahi Galan","Dominik Koepfer","Wimbledon",1
"2018-0308",61,59,289,20180430,105916,106065,"Marton Fucsovics","Marco Cecchinato","Munich",1
"2018-M009",18,24,296,20180514,104925,105453,"Novak Djokovic","Kei Nishikori","Rome Masters",1
"2022-0451",87,110,271,20220214,104918,106121,"Andy Murray","Taro Daniel","Doha",1
"2020-560",90,19,175,20200831,105062,106426,"Mikhail Kukushkin","Cristian Garin","Us Open",1
"2021-M-DC-2021-FLS-B-M-CAN-KAZ-01",183,234,1,20211128,105062,111790,"Mikhail Kukushkin","Brayden Schnur","Davis Cup Finals RR: CAN vs KAZ",1
"2018-520",11,69,183,20180528,105807,105643,"Pablo Carreno Busta","Federico Delbonis","Roland Garros",1
"2021-M-DC-2021-FLS-F-M-GER-AUT-01",51,118,2,20211128,105526,110602,"Jan Lennard Struff","Dennis Novak","Davis Cup Finals RR: GER vs AUT",1
"2019-M007",15,55,249,20190318,106421,105173,"Daniil Medvedev","Adrian Mannarino","Miami Masters",1
"2019-540",3,28,211,20190701,103819,106298,"Roger Federer","Lucas Pouille","Wimbledon",1
"2020-0568",141,39,271,20201012,125802,105173,"Ilya Ivashka","Adrian Mannarino","St Petersburg",1
"2019-0495",113,68,290,20190225,105575,106045,"Ricardas Berankis","Denis Kudla","Dubai",1
"2020-0352",24,52,266,20201102,106432,105916,"Borna Coric","Marton Fucsovics","Paris Masters",1
"2020-7434",82,21,286,20201109,106099,200000,"Salvatore Caruso","Felix Auger Aliassime","Sofia",1
"2021-7485",13,70,298,20211018,106043,202385,"Diego Schwartzman","Jenson Brooksby","Antwerp",1
"2018-0360",71,78,289,20180409,104468,106148,"Gilles Simon","Roberto Carballes Baena","Marrakech",1
"2018-M015",16,58,289,20181001,106378,126610,"Kyle Edmund","Matteo Berrettini","Beijing",1
"2019-7290",10,67,300,20190429,126774,104655,"Stefanos Tsitsipas","Pablo Cuevas","Estoril",1
"2018-540",8,50,171,20180702,104731,104312,"Kevin Anderson","Andreas Seppi","Wimbledon",1
"2021-1536",77,37,272,20210503,105643,105077,"Federico Delbonis","Albert Ramos","Madrid Masters",1
"2022-0319",49,112,282,20220725,124079,111797,"Pedro Martinez","Nicolas Jarry","Kitzbuhel",1
"2021-0404",26,28,299,20211004,111815,105777,"Cameron Norrie","Grigor Dimitrov","Indian Wells Masters",1
"2019-0421",9,36,287,20190805,106421,106426,"Daniil Medvedev","Cristian Garin","Canada Masters",1
"2019-0301",44,27,282,20190107,105311,133430,"Joao Sousa","Denis Shapovalov","Auckland",1
"2018-0429",145,289,279,20181015,105208,144707,"Ernests Gulbis","Mikael Ymer","Stockholm",1
"2019-0429",75,64,279,20191014,144707,105311,"Mikael Ymer","Joao Sousa","Stockholm",1
"2021-9462",95,135,271,20210405,144719,105967,"Jaume Munar","Henri Laaksonen","Marbella",1
"2018-7650",24,41,299,20180625,105173,104792,"Adrian Mannarino","Gael Monfils","Antalya",1
"2018-0341",166,82,280,20180917,104897,144719,"Matthias Bachinger","Jaume Munar","Metz",1
"2019-7581",111,66,272,20190923,144750,105916,"Lloyd Harris","Marton Fucsovics","Chengdu",1
"2018-M006",14,66,257,20180305,105807,104547,"Pablo Carreno Busta","Horacio Zeballos","Indian Wells Masters",1
"2018-520",122,104,121,20180528,111200,104534,"Elias Ymer","Dudi Sela","Roland Garros",1
"2018-0451",91,69,283,20180101,126774,104252,"Stefanos Tsitsipas","Florian Mayer","Doha",1
"2019-540",58,78,154,20190701,105062,104665,"Mikhail Kukushkin","Pablo Andujar","Wimbledon",1
"2018-6967",28,74,292,20180924,104269,106121,"Fernando Verdasco","Taro Daniel","Shenzhen",1
"2019-M009",1,56,293,20190513,104925,104259,"Novak Djokovic","Philipp Kohlschreiber","Rome Masters",1
"2020-8888",99,77,275,20200106,144750,111797,"Lloyd Harris","Nicolas Jarry","Atp Cup",1
"2021-0506",42,74,291,20210301,200175,106329,"Miomir Kecmanovic","Thiago Monteiro","Buenos Aires",1
"2019-9164",31,79,277,20190923,200282,105357,"Alex De Minaur","John Millman","Zhuhai",1
"2021-0418",103,42,279,20210802,106045,126203,"Denis Kudla","Taylor Fritz","Washington",1
"2021-8888",8,57,273,20210202,126094,106415,"Andrey Rublev","Yoshihito Nishioka","Atp Cup",1
"2018-M016",90,77,272,20180625,105062,200282,"Mikhail Kukushkin","Alex De Minaur","Eastbourne",1
"2018-0425",27,46,272,20180423,105173,104655,"Adrian Mannarino","Pablo Cuevas","Barcelona",1
"2018-0410",36,3,294,20180416,105453,105227,"Kei Nishikori","Marin Cilic","Monte Carlo Masters",1
"2021-0568",57,19,288,20211025,105357,106234,"John Millman","Aslan Karatsev","St. Petersburg",1
"2021-520",101,82,102,20210531,105902,106099,"James Duckworth","Salvatore Caruso","Roland Garros",1
"2022-0316",40,58,292,20220711,106234,200384,"Aslan Karatsev","Hugo Gaston","Bastad",1
"2020-560",66,97,141,20200831,105916,106198,"Marton Fucsovics","Hugo Dellien","Us Open",1
"2022-9667",58,115,299,20220110,126239,144895,"Arthur Rinderknech","Corentin Moutet","Adelaide 2",1
"2019-0496",60,49,279,20190218,105376,106000,"Peter Gojowczyk","Damir Dzumhur","Marseille",1
"2021-540",29,73,173,20210628,111575,106078,"Karen Khachanov","Egor Gerasimov","Wimbledon",1
"2019-580",39,6,188,20190114,126207,104731,"Frances Tiafoe","Kevin Anderson","Australian Open",1
"2022-0414",183,69,279,20220718,106432,111513,"Borna Coric","Laslo Djere","Hamburg",1
"2018-0321",100,85,287,20180611,104797,104252,"Denis Istomin","Florian Mayer","Stuttgart",1
"2019-560",111,29,165,20190826,106045,105583,"Denis Kudla","Dusan Lajovic","US Open",1
"2021-8998",84,171,264,20210201,105732,202195,"Pierre Hugues Herbert","Maxime Cressy","Great Ocean Road Open",1
"2019-5014",12,289,279,20191007,104926,104918,"Fabio Fognini","Andy Murray","Shanghai Masters",1
"2021-6116",29,58,291,20210726,111815,106401,"Cameron Norrie","Nick Kyrgios","Atlanta",1
"2019-0414",67,63,271,20190722,105643,106065,"Federico Delbonis","Marco Cecchinato","Hamburg",1
"2022-580",15,71,127,20220117,106234,144719,"Aslan Karatsev","Jaume Munar","Australian Open",1
"2021-540",107,17,167,20210628,124079,104792,"Pedro Martinez","Gael Monfils","Wimbledon",1
"2022-560",102,63,117,20220829,111442,132283,"Jordan Thompson","Lorenzo Sonego","Us Open",1
"2018-0495",50,37,278,20180226,106432,104755,"Borna Coric","Richard Gasquet","Dubai",1
"2018-0439",81,44,282,20180716,105379,105311,"Aljaz Bedene","Joao Sousa","Umag",1
"2019-M006",55,3,281,20190304,105526,100644,"Jan Lennard Struff","Alexander Zverev","Indian Wells Masters",1
"2022-0414",48,23,291,20220718,144684,105807,"Alex Molcan","Pablo Carreno Busta","Hamburg",1
"2022-5053",38,82,282,20220418,200175,104755,"Miomir Kecmanovic","Richard Gasquet","Belgrade ",1
"2021-5053",84,89,275,20210419,105643,105575,"Federico Delbonis","Ricardas Berankis","Belgrade",1
"2022-0422",152,7,300,20220815,106432,126774,"Borna Coric","Stefanos Tsitsipas","Cincinnati Masters",1
"2020-0451",15,54,293,20200106,104527,104871,"Stan Wawrinka","Jeremy Chardy","Doha",1
"2022-0440",2,49,297,20220606,106421,125802,"Daniil Medvedev","Ilya Ivashka","s Hertogenbosch",1
"2021-9428",66,64,283,20210201,104871,104468,"Jeremy Chardy","Gilles Simon","Murray River Open",1
"2018-540",63,49,134,20180702,103898,105916,"Julien Benneteau","Marton Fucsovics","Wimbledon",1
"2018-0337",11,7,297,20181022,105453,106233,"Kei Nishikori","Dominic Thiem","Vienna",1
"2019-0315",72,62,286,20190715,105815,105173,"Tennys Sandgren","Adrian Mannarino","Newport",1
"2021-8998",36,20,298,20210201,206173,111575,"Jannik Sinner","Karen Khachanov","Great Ocean Road Open",1
"2020-0496",58,47,292,20200217,104468,105379,"Gilles Simon","Aljaz Bedene","Marseille",1
"2019-0407",33,40,289,20190211,104792,104312,"Gael Monfils","Andreas Seppi","Rotterdam",1
"2021-0499",101,481,283,20210104,126149,105992,"Gianluca Mager","Ryan Harrison","Delray Beach",1
"2018-520",21,307,152,20180528,105453,126125,"Kei Nishikori","Maxime Janvier","Roland Garros",1
"2021-0403",37,8,298,20210322,128034,126094,"Hubert Hurkacz","Andrey Rublev","Miami Masters",1
"2021-0375",36,162,273,20210222,132283,200384,"Lorenzo Sonego","Hugo Gaston","Montpellier",1
"2022-0605",2,4,297,20221114,104745,134770,"Rafael Nadal","Casper Ruud","Tour Finals",1
"2020-0496",55,15,295,20200217,122330,133430,"Alexander Bublik","Denis Shapovalov","Marseille",1
"2018-0533",67,65,287,20180226,104198,105643,"Guillermo Garcia Lopez","Federico Delbonis","Sao Paulo",1
"2019-0322",92,66,282,20190520,106198,104312,"Hugo Dellien","Andreas Seppi","Geneva",1
"2021-0375",32,93,282,20210222,200005,105613,"Ugo Humbert","Norbert Gombos","Montpellier",1
"2019-0421",14,85,265,20190805,106432,105376,"Borna Coric","Peter Gojowczyk","Canada Masters",1
"2019-580",4,36,172,20190114,100644,104871,"Alexander Zverev","Jeremy Chardy","Australian Open",1
"2018-0891",74,87,273,20180101,105062,105430,"Mikhail Kukushkin","Radu Albot","Pune",1
"2018-0410",71,45,255,20180416,126774,133430,"Stefanos Tsitsipas","Denis Shapovalov","Monte Carlo Masters",1
"2018-M021",22,12,276,20180507,106378,104925,"Kyle Edmund","Novak Djokovic","Madrid Masters",1
"2020-0375",54,112,271,20200203,122330,105967,"Alexander Bublik","Henri Laaksonen","Montpellier",1
